GAIN_MARGIN_DB,LOOP_GAIN_DB,PHASE_MARGIN_DEG,POWER_UW,PSRR_DB,PSRR_WC_DB,TC,VREF,c_GainMargin_min,c_LoopGain_min,c_PhaseMargin_min,c_Power_max,c_TC_max,c_VREF_max,c_VREF_min,is_feasible,penalty,sim_failure,sim_ok,viol_gain_margin,viol_loop_gain,viol_phase_margin,viol_power,viol_tc,viol_vref,x_iss,x_l_all,x_vbnv,x_w_ncasc,x_w_pass,x_w_pdiff,x_w_pmir
20.9194,42.8205,66.432,89.42751,41.81907,-9.01527,33.20333,1.216928,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,24.67371987685858,5.425000000000001,1.2290479489404993,34.85,29.96,17.135,35.69
4.33374,37.8597,18.418000000000006,130.2628,60.65833,22.18714,24.07762,1.224575,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,0,1,38.76058610071931,0.36,1.4240354967635587,4.175000000000001,81.045,26.195,27.305
12.9877,57.3518,57.69199999999999,100.786,62.49931,-7.09964,24.8236,1.219514,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,28.586332078571353,3.435,1.1781808747582643,37.925000000000004,93.595,11.455,21.330000000000002
27.3823,51.3431,73.744,71.04679,41.56648,-7.60419,16.74446,1.228448,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,0,0,1,0,1,18.156068500526892,3.745,1.2741037724427078,26.16,98.44,3.045,2.8600000000000003
12.3869,36.4094,51.40199999999999,77.04212,51.41216,43.77566,31.65297,1.221964,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,6,,1,1,1,1,1,1,1,20.312032803286694,0.375,0.9565338183025013,9.975,38.31,4.695,12.295
20.0933,46.01,75.664,78.03256,48.01846,13.05079,25.37254,1.222032,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,20.656798625256155,5.125000000000001,0.9602704649635908,37.525,85.62,4.585,24.04
15.5999,43.7537,58.364000000000004,58.90252,44.72523,-4.29876,31.09953,1.217986,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,0,1,1,1,1,1,14.062057826085386,7.345000000000001,1.269102664935737,19.985,64.455,33.265,32.879999999999995
16.6273,42.5931,62.938,57.64565,48.1068,12.28581,34.62395,1.217059,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,13.636611970700912,6.1850000000000005,0.9081634778199758,39.505,44.31,9.565,38.65
9.46686,59.9678,44.38499999999999,69.02797,55.40853,-0.0294387,27.31175,1.218479,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,17.571741783399233,3.855,1.1159580097877946,6.415,51.85,23.990000000000002,24.16
24.8222,41.3525,67.04,61.51068,52.8735,-9.29727,34.25798,1.219446,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,14.951165643015061,6.050000000000001,1.5827778266747656,29.185000000000002,29.525000000000002,25.455000000000002,10.200000000000001
45.0239,28.3283,85.1536,29.12611,33.45752,-2.41814,92.38897,1.196391,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,0,1,1,3.9765455006364276,6.805000000000001,1.1562263055246524,8.46,10.235,1.99,32.385000000000005
20.5615,35.3544,75.123,79.26678,65.97768,1.587301,74.15406,1.218348,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,21.129182902460617,6.630000000000001,1.016701599519109,39.64,35.7,3.07,30.555
17.8908,48.8849,58.437,69.09547,51.7298,-5.15651,34.40018,1.217224,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,0,1,1,1,1,1,17.610867472091606,3.77,1.4789492483945952,7.005,14.55,15.34,17.545
32.4358,49.4064,72.16,22.14767,38.15164,-11.9442,19.6351,1.225079,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,1,0,0,0,1,1.2163708762717151,2.48,1.5734773408288305,37.63,77.36,33.97,11.205
16.0194,36.7783,62.093999999999994,85.70713,56.11574,-0.954187,41.49384,1.219458,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,23.35337848454516,7.890000000000001,1.3706324385298696,5.1850000000000005,19.865000000000002,19.605,11.47
9.13443,57.3019,38.33099999999999,68.87873,53.13925,-6.67702,28.08089,1.218126,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,17.523863033019914,2.715,1.3261415557983212,15.835,45.410000000000004,30.17,29.23
12.7054,58.0627,60.113,44.28769,50.69956,8.663861,25.2283,1.21941,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,1,0,0,0,0,0,8.970304064770357,4.220000000000001,0.9047416977713401,24.845,78.855,18.555,15.9
17.5261,43.4645,65.94,64.07345,54.34368,7.018438,31.02638,1.220076,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,15.832796970222192,6.525,1.6984024292450175,1.905,94.39,20.740000000000002,31.080000000000002
11.5868,40.3772,50.637,123.0763,60.54068,-1.74636,35.68939,1.220463,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,1,0,36.316025831560665,7.905,1.4192674417125286,5.785,50.465,28.235,35.35
13.8833,53.7773,53.298,120.9245,53.91769,-9.43245,22.66421,1.220988,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,35.561643926080286,2.905,1.4332174482644155,27.12,79.79,18.22,13.055
13.721,51.9457,52.477000000000004,83.33865,62.04485,0.9128725,28.66341,1.218743,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,22.5375451196089,2.51,1.4352514631250481,8.915,37.175,14.43,17.92
6.99511,54.6879,31.468999999999994,126.4424,70.11548,-12.6605,27.59936,1.218737,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,37.50407598889991,3.325,1.5208362080088418,14.81,61.685,36.115,31.77
6.84729,52.3652,27.795999999999992,72.0335,53.87029,16.22279,29.89104,1.217959,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,18.620457281312827,0.9700000000000001,1.422657085049031,8.02,44.93,21.13,28.79
20.9537,49.0561,62.101,87.28083,67.46365,-8.4968,27.06153,1.219891,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,23.8924597010475,1.8599999999999999,1.5550715897914658,37.705,63.825,12.475,20.255
11.1042,60.4047,49.98400000000001,75.3644,55.74444,3.911896,26.96613,1.218588,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,19.770250494094494,3.695,0.9257649024882935,11.68,90.41,21.47,39.980000000000004
16.4397,47.6049,56.784000000000006,35.03891,38.60699,-1.21664,26.90497,1.218655,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,1,0,1,0,5.7664392890272795,0.735,1.4472179307843074,37.36,92.865,28.060000000000002,26.88
12.4402,56.8851,49.82300000000001,70.27834,53.72282,-3.1715,28.19532,1.218341,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,18.007258497025433,2.565,1.2590631686857785,27.345,47.300000000000004,14.885,32.795
28.2574,38.116,77.241,108.8265,60.1286,-8.41097,50.45822,1.225016,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,31.31508482562723,6.6850000000000005,1.363194588353875,29.145,43.03,7.07,18.155
19.3134,49.1148,63.495999999999995,108.2943,35.82722,-11.3158,23.26476,1.22568,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,31.122358010238212,6.090000000000001,1.0055757221196526,26.07,47.825,8.055,6.235
14.0192,43.3331,54.824,70.10212,48.41676,-4.30613,32.15202,1.218077,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,0,1,1,1,1,1,17.949754755293387,7.575,1.2802779153079906,18.36,65.88499999999999,35.685,38.52
19.6635,46.9277,72.493,79.79605,61.94887,9.730174,27.66056,1.221299,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,21.277784918105887,5.505000000000001,1.2962942051190527,3.045,78.02,8.995000000000001,21.98
12.3173,53.5317,50.19,60.59399,53.39923,-0.924595,28.06875,1.218437,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,14.643737588829207,4.285,1.4442247746911276,4.115,60.64,28.12,28.900000000000002
22.1815,42.2194,58.319,76.07167,53.2015,11.46605,32.45962,1.219417,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,1,1,1,0,20.005231269077655,0.66,1.496185849388017,39.95,50.225,6.315,22.035
7.26351,56.6287,40.122000000000014,130.9742,63.52452,-4.17377,26.15242,1.219425,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,39.069589214532215,4.4750000000000005,1.0838100292436794,7.6850000000000005,87.485,27.38,23.17
25.611,49.5549,75.076,58.29957,45.01674,13.4173,26.82878,1.220083,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,13.827960474527236,3.21,1.114997387814441,10.675,38.545,2.35,28.41
18.8165,47.2833,63.604,22.84117,39.2538,12.24061,18.75029,1.221799,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,1,0,0,0,1,1.4960038352042286,5.37,1.00961439212147,16.805,69.985,34.965,28.51
7.16835,40.5117,32.797,76.40059,59.66156,23.78424,25.32531,1.222636,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,0,1,20.081156800571282,0.41000000000000003,1.3745271793223957,10.93,91.375,25.205000000000002,18.06
12.8686,46.508,52.784000000000006,113.8161,88.7389,-7.8749,27.6723,1.222095,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,6,,1,1,1,1,1,1,1,33.080964677480885,5.405,1.56755782902357,17.785,80.72,29.925,22.465
19.2815,54.2139,70.9,72.39175,49.46831,13.95595,25.36885,1.219821,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,0,0,1,0,0,18.723813194961668,3.665,1.0319436227004737,21.94,74.875,5.175,31.635
11.0495,57.8392,44.358000000000004,124.9031,45.87574,-13.3923,24.86363,1.220232,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,36.95215383359797,3.545,1.2919867892211856,31.565,67.295,22.435,12.165000000000001
12.2519,45.4209,49.888000000000005,116.8762,45.14606,-7.30727,34.19875,1.216596,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,6,,1,1,1,1,1,1,1,34.20894439477046,4.710000000000001,1.1328344161207382,17.06,15.15,21.095,31.89
2.05765,37.8792,9.974999999999994,88.87811,59.40276,18.62436,21.77861,1.225556,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,0,1,24.37980042980587,0.325,1.2730227097684048,34.045,28.57,35.195,4.9350000000000005
25.8631,36.2052,69.08,40.48002,45.4376,-6.51326,59.74299,1.207394,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,0,1,1,7.79082884279104,5.61,1.4638964488984674,21.41,8.37,39.385,24.7
11.2912,53.7661,55.613,61.37458,42.34219,-0.51768,27.7075,1.221636,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,14.877712551143906,5.9,1.3228955225190175,2.715,62.86,31.645,5.61
28.172,40.464,82.5706,48.40713,42.09634,18.03456,26.40735,1.223259,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,0,1,1,10.356048350977154,6.930000000000001,0.9153451767667864,13.14,92.145,3.39,21.925
20.4757,34.7734,70.641,127.9219,51.1399,0.03206314,62.63106,1.21781,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,38.03082523351218,6.2,1.4035117788180207,4.675000000000001,12.295,7.84,14.450000000000001
22.4195,47.4406,62.022000000000006,61.01928,55.933,-10.3791,36.62773,1.216333,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,14.817048697089023,4.3100000000000005,1.6249334333654022,32.475,16.34,37.695,22.155
16.8007,42.4084,58.477000000000004,67.04609,53.12534,-6.88103,34.40453,1.218127,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,0,1,1,1,1,1,16.888260792940628,5.970000000000001,1.4936313968793633,13.96,39.81,28.78,21.07
17.34,40.8954,56.42700000000001,39.52597,49.02021,24.89675,38.64641,1.216468,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,1,0,1,1,7.3497036317081825,0.45499999999999996,1.1773599255843377,14.780000000000001,56.305,4.95,23.385
24.9556,49.4642,71.208,91.80992,54.9393,-10.0311,27.25047,1.219662,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,25.46795389225059,3.03,1.505370547937781,32.625,75.33500000000001,7.48,35.02
7.469,60.693,43.918000000000006,60.22193,57.20695,1.87121,23.07021,1.219466,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,14.502027363228114,2.36,0.9770554554559613,7.745,74.47,30.310000000000002,3.415
14.6129,48.7931,60.29600000000001,25.00918,42.33621,11.60549,22.60075,1.220394,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,1,0,0,0,0,2.2652584071965505,5.420000000000001,0.9881079246511375,24.990000000000002,62.075,31.7,20.715
1.51761,59.5104,7.443999999999988,73.01124,58.84528,-0.0951692,28.99773,1.217859,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,18.961920597541816,2.305,1.026760565137282,14.99,34.900000000000006,39.535000000000004,33.055
22.5603,43.1391,60.867999999999995,38.86351,44.30958,-7.65075,35.75171,1.214606,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,0,1,1,7.143808863727112,5.025,1.4858219431789172,13.835,28.415,29.145,39.44
19.7299,47.0406,78.338,123.5247,28.52529,-0.962206,442.4134,1.230948,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,36.34878980042355,5.825,0.965799674014117,2.9000000000000004,87.01,3.935,3.115
18.9472,56.0767,59.943,44.88779,53.5748,-9.8065,26.09971,1.219101,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,0,1,0,1,0,9.182054748917082,3.245,1.5012550412086014,25.7,85.765,33.46,16.405
26.4259,42.7673,75.899,43.95803,41.67385,1.466579,30.30077,1.218691,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,1,0,0,1,0,8.864762752820504,5.920000000000001,1.216336340938149,12.55,52.550000000000004,6.485,26.615000000000002
4.66905,61.3235,26.626000000000005,100.2144,61.17407,-12.7187,26.33861,1.218628,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,28.39818876228119,3.2,1.1359756668723824,35.89,84.37,32.485,20.875
10.1336,48.6942,45.35499999999999,104.9005,51.02458,-7.05569,30.35003,1.219309,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,1,0,30.01811685461721,5.735,1.2194220613759283,17.32,52.74,27.8,28.095
27.1871,48.0062,73.445,52.47268,50.69067,-7.91402,25.38833,1.221272,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,1,0,0,0,0,11.790755931143238,4.625000000000001,1.4801225848187805,22.045,69.49000000000001,9.955,10.450000000000001
27.194,38.1297,69.896,40.46423,34.51981,-8.55016,38.8085,1.212012,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,0,1,1,7.730386440923383,6.28,1.3070335220467448,30.835,21.34,31.355,29.85
21.1513,49.6374,58.557,75.01315,55.02029,-10.4629,31.59772,1.217771,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,0,1,1,1,1,1,19.65766778410131,1.8199999999999998,1.5359567656173134,39.01,49.65,17.06,39.52
6.12528,60.3477,31.38499999999999,89.75144,60.45846,-12.3357,27.14774,1.218473,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,24.76739848637247,3.685,1.161872990590093,28.315,53.410000000000004,29.0,20.02
4.128,61.4714,25.304000000000002,78.86187,59.96668,0.3912646,25.75921,1.218746,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,20.982474256243886,2.165,0.9582831551584915,18.975,88.92,37.550000000000004,12.9
18.5794,42.563,57.455,81.25893,46.18113,-8.92702,32.87726,1.222361,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,0,1,1,1,1,1,21.77440939063674,6.785,1.2211082733817789,32.315,27.86,36.905,7.825
27.7044,37.8039,70.109,40.33978,48.69645,-9.25398,48.70294,1.212297,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,0,1,1,7.683741374234562,6.960000000000001,1.5776482198867898,36.155,26.585,35.35,23.16
12.9879,50.3153,63.94,40.20615,48.82175,7.929768,25.16921,1.220828,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,1,0,0,0,0,0,7.5370196358744606,7.960000000000001,0.9163637600321838,38.02,82.165,26.69,7.54
16.8622,54.961,57.032,62.05277,55.12192,-9.3905,27.42974,1.218761,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,0,1,1,1,0,15.146314060203723,3.63,1.6305263261406755,18.38,65.075,27.105,21.02
18.3016,57.9681,65.417,54.51712,50.4349,12.80779,25.88184,1.219294,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,1,0,,1,0,0,0,0,0,0,12.523463784603996,3.98,1.085414724727504,13.695,84.94,10.515,37.43
19.3212,41.3838,61.864000000000004,57.79433,51.77571,-8.21055,34.91108,1.217986,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,13.677078868825976,7.3950000000000005,1.5225466549175344,25.830000000000002,84.675,38.35,39.07
0.45006,53.7568,2.3259999999999934,117.8864,65.26726,11.04912,26.95698,1.218777,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,34.53167363580027,0.885,1.199336459415596,20.325,88.555,35.54,36.31
2.85772,56.3542,16.655,129.8164,88.1746,6.97898,23.65976,1.219562,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,38.66519973158456,1.3299999999999998,1.2127308886223416,21.62,88.17,24.330000000000002,14.88
12.413,54.2484,58.387,38.09218,50.08307,5.890695,25.77145,1.219343,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,1,0,1,0,0,0,6.82004263500491,5.095000000000001,1.1087443530141672,13.765,74.045,32.21,14.64
35.2225,42.9827,78.341,109.4381,53.39134,-10.3328,13.9341,1.230467,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,31.462799416172015,3.25,1.6221926978340888,37.425000000000004,87.69,2.06,9.825000000000001
21.9965,48.4108,63.958,122.7054,52.7247,-9.54901,18.86367,1.231484,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,36.0579811157559,5.840000000000001,1.4517010220026778,38.57,95.11,16.64,4.6899999999999995
19.3387,30.3841,62.662000000000006,32.33408,39.06264,22.10766,66.33453,1.210668,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,0,1,1,4.919071883078237,0.215,1.4562260315874007,23.615000000000002,41.515,5.4350000000000005,11.765
12.4828,54.9719,48.46799999999999,84.35884,62.11472,-10.7887,24.25934,1.219649,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,22.880838373826965,2.8649999999999998,1.5317669843795667,23.240000000000002,82.625,30.62,13.8
26.1035,33.6969,72.142,84.21379,49.10022,-7.10847,60.16494,1.210007,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,22.94492824437642,7.540000000000001,1.5985750934782335,20.36,19.439999999999998,17.545,36.050000000000004
24.3876,32.0904,83.0134,102.4946,21.45873,-8.4441,208.0059,1.275022,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,28.53183516947813,6.0600000000000005,1.3674410947345275,30.435000000000002,56.89,1.2850000000000001,8.705
26.5267,49.1872,58.879000000000005,30.42439,37.65183,-12.5834,26.1826,1.218019,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,1,0,1,1,4.1730504697693425,1.865,1.3249500947132733,23.94,23.439999999999998,25.685000000000002,36.86
13.7836,49.3207,45.339,99.86182,61.49314,-10.3259,35.58516,1.217055,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,6,,1,1,1,1,1,1,1,28.29540467942489,2.705,1.6431379677185007,22.73,12.094999999999999,37.410000000000004,16.810000000000002
28.9451,38.2611,80.334,74.27176,48.67726,-1.77574,53.76218,1.222105,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,19.350949849818786,7.105,1.3171108108619822,9.905,41.18,4.16,17.125
8.65285,56.7779,40.650000000000006,105.476,64.05963,-6.01385,27.69326,1.218763,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,30.223698112760086,3.285,1.409799866161154,8.295,70.86,25.39,29.465
21.4698,43.6973,67.916,37.74355,40.89874,-3.46764,27.48997,1.218516,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,1,0,0,1,0,6.7087478906006615,7.010000000000001,1.3342229702067425,17.4,89.46000000000001,28.615000000000002,25.575
31.5135,46.3347,67.683,22.48826,32.29097,-8.66986,18.31854,1.223136,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,1,0,0,0,1,1.3571869523917157,1.1,1.3575180404208782,12.64,31.06,13.96,15.475
23.7548,40.0869,70.338,107.3201,67.19954,-9.96781,29.42087,1.226299,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,30.776723251012694,7.69,1.5092072600711564,38.665,73.265,18.105,20.615000000000002
6.79093,54.3773,36.65899999999999,25.83275,44.12865,0.6390864,22.81726,1.220501,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,1,0,1,0,0,0,2.5500826361219087,2.7399999999999998,0.9611628333334175,26.03,24.92,37.02,13.72
8.82588,59.4369,39.88300000000001,88.66915,58.52166,-11.1426,27.70709,1.218592,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,24.38993381005903,4.180000000000001,1.3003952941409893,33.215,99.635,39.08,35.81
28.1127,53.8353,66.625,32.79157,49.22272,-12.6233,29.10528,1.218981,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,0,0,0,1,0,4.983413320192758,2.89,1.6416069027918434,39.545,70.495,25.35,32.715
16.4772,46.9992,59.989000000000004,64.79609,42.38355,-5.25825,31.08217,1.221396,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,1,1,1,0,16.068576980913384,6.61,1.2820130473185756,20.785,68.13499999999999,27.695,13.375
21.4393,47.2135,73.303,110.7378,66.03495,-4.50235,23.28333,1.221579,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,32.017663765408045,2.0100000000000002,1.2596801686971943,32.93,57.51,1.8900000000000001,23.635
6.252,53.7139,28.786,93.01207,60.54846,17.17989,27.84539,1.218634,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,25.89696213371461,1.1199999999999999,1.2308487912281953,6.03,42.34,14.685,18.925
5.11364,54.0173,24.375,109.2415,45.66364,0.09804958,27.25165,1.220721,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,31.507968053963992,1.8399999999999999,1.4732435188963053,14.21,68.775,34.51,10.6
17.0489,48.4424,59.44499999999999,25.45092,41.84282,8.859731,22.91667,1.220231,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,1,1,0,0,0,2.420487465879468,5.035,1.050723706007041,36.480000000000004,61.125,16.5,33.215
18.4054,49.5715,54.107,29.38939,46.06384,-2.95482,32.7832,1.217734,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,1,0,1,1,3.818016577865273,3.57,1.606324478304502,3.165,14.695,30.665,22.965
20.9083,46.6404,63.262,120.0895,56.56922,-10.3973,17.53435,1.22772,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,35.1936366735464,5.24,1.6557265548590814,34.15,80.215,19.25,7.71
12.9462,51.102,60.131,96.54899,54.80308,7.036663,26.7768,1.220188,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,0,1,1,0,27.1078272639888,5.16,0.9489803619235078,3.735,62.56,15.48,17.77
32.7201,42.1676,77.162,106.0266,44.98603,-6.82626,43.56859,1.215638,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,30.452722651154765,3.0,1.3429860452971298,25.64,10.525,5.965,24.105
17.746,43.1145,60.271,103.4371,73.84475,-9.45411,32.62903,1.220144,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,29.500313151712433,5.9,1.4252564409748758,27.715,50.825,25.240000000000002,27.215
13.0197,42.2466,45.90100000000001,95.37133,34.17323,10.95088,33.21812,1.232624,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,6,,1,1,1,1,1,1,1,26.552014244846124,0.5650000000000001,1.5606199465040977,30.945,96.735,10.245000000000001,5.255
16.0091,47.7123,47.991000000000014,126.9161,61.88552,0.9017443,29.16483,1.218986,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,1,1,1,0,37.66549850224414,1.46,1.566428389129809,38.825,28.98,21.21,19.415
12.7532,45.7259,58.129000000000005,109.8175,55.84373,6.352544,28.88907,1.221181,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,1,0,31.703566697603733,7.99,0.9447438781760557,1.525,79.355,24.27,30.195
26.6239,44.7848,72.714,89.22335,52.65419,-8.09061,31.7563,1.219133,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,24.577180695314567,4.325,1.4005932269987353,19.555,22.395,8.495000000000001,13.605
24.747,37.3066,74.781,131.7047,75.00959,-8.95293,50.30485,1.225257,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,39.255769048388544,7.825,1.483542597999643,31.325,71.93,10.795,38.01
