case,case_name,dim,run,seed,algo,pop,best_fitness,PSRR_DB,penalty,is_feasible,VREF,TC,LOOP_GAIN_DB,PHASE_MARGIN_DEG,GAIN_MARGIN_DB,POWER_UW,viol_vref,viol_tc,viol_loop_gain,viol_phase_margin,viol_gain_margin,viol_power,first_feasible_eval,best_feasible_found,best_feasible_fitness,best_feasible_PSRR,best_feasible_VREF,best_feasible_TC,best_feasible_LOOP_GAIN_DB,best_feasible_PHASE_MARGIN_DEG,best_feasible_GAIN_MARGIN_DB,best_feasible_POWER_UW,runtime_sec,eval_budget,actual_evals,last_improvement_eval,convergence_auc,sim_evals_worker_cum,sim_ok_worker_cum,sim_failures_worker_cum,server_restarts_worker_cum,psrr_def,PSRR_WC_DB,PSRR_100HZ_DB,best_feasible_PSRR_WC_DB,best_feasible_PSRR_100HZ_DB,evaluator_recovers_timeouts,x_w_pdiff,x_w_ncasc,x_w_pmir,x_w_pass,x_l_all,x_iss,x_vbnv,xf_w_pdiff,xf_w_ncasc,xf_w_pmir,xf_w_pass,xf_l_all,xf_iss,xf_vbnv,c_VREF_min,c_VREF_max,c_TC_max,c_LoopGain_min,c_PhaseMargin_min,c_GainMargin_min,c_Power_max
hard,SKY130-BGR-hard,7,9,321345,ACO,40,-50.98592,50.98592,0,1,1.220886,21.65839,52.2041,69.481,18.2,43.7144,0,0,0,0,0,0,96.0,1,-50.98592,50.98592,1.220886,21.65839,52.2041,69.481,18.2,43.7144,22037.719268705696,150000,150000,20920.0,-48.78464235488004,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,50.98592,50.98592,50.98592,50.98592,1,3.555,1.0,1.0,21.200000000000003,0.885,8.753627873541129,1.165384762406519,3.555,1.0,1.0,21.200000000000003,0.885,8.753627873541129,1.165384762406519,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,10,322345,ACO,40,-50.948,50.948,0,1,1.220907,21.60341,52.2,69.531,18.2013,44.12198,0,0,0,0,0,0,53.0,1,-50.948,50.948,1.220907,21.60341,52.2,69.531,18.2013,44.12198,21685.041100127622,150000,150000,33160.0,-48.782013505381045,150001,149999,measure_failed=2,0,PSRR_worst_case_10Hz_10MHz,50.948,50.948,50.948,50.948,1,3.53,1.0,1.0,21.155,0.895,8.894915765243143,1.1517122973160632,3.53,1.0,1.0,21.155,0.895,8.894915765243143,1.1517122973160632,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,11,323345,ACO,40,-51.11765,51.11765,0,1,1.220841,21.75847,52.2005,69.37,18.2,42.4582,0,0,0,0,0,0,198.0,1,-51.11765,51.11765,1.220841,21.75847,52.2005,69.37,18.2,42.4582,23355.92601646669,150000,150000,74600.0,-48.97642425236168,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,51.11765,51.11767,51.11765,51.11767,1,3.64,1.0,1.0,21.58,0.8500000000000001,8.317936895104344,1.203162169492997,3.64,1.0,1.0,21.58,0.8500000000000001,8.317936895104344,1.203162169492997,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,12,324345,ACO,40,-51.03018,51.03018,0,1,1.220877,21.67344,52.2,69.457,18.2,43.40147,0,0,0,0,0,0,15.0,1,-51.03018,51.03018,1.220877,21.67344,52.2,69.457,18.2,43.40147,23108.07441950776,150000,150000,145000.0,-50.3160429105194,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,51.03018,51.03018,51.03018,51.03018,1,3.575,1.0,1.0,21.33,0.875,8.645071279119671,1.176174922211795,3.575,1.0,1.0,21.33,0.875,8.645071279119671,1.176174922211795,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,13,325345,ACO,40,-51.03016,51.03016,0,1,1.220878,21.66846,52.2001,69.458,18.2,43.40509,0,0,0,0,0,0,49.0,1,-51.03016,51.03016,1.220878,21.66846,52.2001,69.458,18.2,43.40509,19060.929511560127,150000,150000,21000.0,-48.85185262165082,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,51.03016,51.03016,51.03016,51.03016,1,3.575,1.0,1.0,21.335,0.875,8.646318343709954,1.1760440716952376,3.575,1.0,1.0,21.335,0.875,8.646318343709954,1.1760440716952376,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,14,326345,ACO,40,-50.79457,50.79457,0,1,1.22094,21.54823,52.2023,69.639,18.2,45.19048,0,0,0,0,0,0,251.0,1,-50.79457,50.79457,1.22094,21.54823,52.2023,69.639,18.2,45.19048,20929.111531253904,150000,150000,30200.0,-46.97411262201748,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,50.79457,50.79457,50.79457,50.79457,1,3.47,1.0,1.0,20.705,0.93,9.265579930369514,1.1054196691330205,3.47,1.0,1.0,20.705,0.93,9.265579930369514,1.1054196691330205,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,15,327345,ACO,40,-50.98591,50.98591,0,1,1.220886,21.66335,52.2039,69.48,18.2,43.71134,0,0,0,0,0,0,229.0,1,-50.98591,50.98591,1.220886,21.66335,52.2039,69.48,18.2,43.71134,22872.392569895837,150000,150000,29400.0,-46.89621605177368,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,50.98591,50.98591,50.98591,50.98591,1,3.555,1.0,1.0,21.195,0.885,8.752571801644029,1.1655010950288165,3.555,1.0,1.0,21.195,0.885,8.752571801644029,1.1655010950288165,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,16,328345,ACO,40,-51.00856,51.00856,0,1,1.220882,21.66839,52.2021,69.468,18.2,43.5609,0,0,0,0,0,0,145.0,1,-51.00856,51.00856,1.220882,21.66839,52.2021,69.468,18.2,43.5609,21273.9168640282,150000,150000,31000.0,-48.69667411942746,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,51.00856,51.00856,51.00856,51.00856,1,3.565,1.0,1.0,21.265,0.88,8.700379649760116,1.170792301833146,3.565,1.0,1.0,21.265,0.88,8.700379649760116,1.170792301833146,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,17,329345,ACO,40,-50.74961,50.74961,0,1,1.22095,21.52819,52.2022,69.673,18.2,45.49077,0,0,0,0,0,0,343.0,1,-50.74961,50.74961,1.22095,21.52819,52.2022,69.673,18.2,45.49077,16852.915690829977,150000,150000,26880.0,-46.8805956620044,150001,149999,measure_failed=2,0,PSRR_worst_case_10Hz_10MHz,50.74961,50.74961,50.74961,50.74961,1,3.455,1.0,1.0,20.58,0.94,9.369755414691756,1.089032527285156,3.455,1.0,1.0,20.58,0.94,9.369755406122014,1.08903252587082,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,18,330345,ACO,40,-50.98603,50.98603,0,1,1.220887,21.65837,52.2042,69.482,18.2,43.71791,0,0,0,0,0,0,109.0,1,-50.98603,50.98603,1.220887,21.65837,52.2042,69.482,18.2,43.71791,17460.244239669293,150000,150000,17160.0,-47.19138470589804,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,50.98603,50.98603,50.98603,50.98603,1,3.555,1.0,1.0,21.205,0.885,8.754845017981554,1.165262332627345,3.555,1.0,1.0,21.205,0.885,8.75484502260893,1.1652623281695251,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,19,331345,ACO,40,-51.08292,51.08292,0,1,1.220861,21.69855,52.2,69.43,18.202,42.88585,0,0,0,0,0,0,405.0,1,-51.08292,51.08292,1.220861,21.69855,52.2,69.43,18.202,42.88585,22712.08711057715,150000,150000,118120.0,-47.32751764415096,150001,149998,measure_failed=3,0,PSRR_worst_case_10Hz_10MHz,51.08292,51.08292,51.08292,51.08292,1,3.61,1.0,1.0,21.54,0.86,8.46619472310713,1.1912822901219449,3.61,1.0,1.0,21.54,0.86,8.46619472310713,1.1912822901219449,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,20,332345,ACO,40,-50.90437,50.90437,0,1,1.220918,21.58336,52.2001,69.569,18.2032,44.43334,0,0,0,0,0,0,307.0,1,-50.90437,50.90437,1.220918,21.58336,52.2001,69.569,18.2032,44.43334,22577.835136506703,150000,150000,35280.0,-47.14411469613132,150001,149997,measure_failed=4,0,PSRR_worst_case_10Hz_10MHz,50.90437,50.90437,50.90437,50.90437,1,3.51,1.0,1.0,21.035,0.905,9.00291404877362,1.1397765307554586,3.51,1.0,1.0,21.035,0.905,9.00291404877362,1.1397765307554586,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,21,333345,ACO,40,-51.06494,51.06494,0,1,1.220863,21.70348,52.2018,69.431,18.2,43.02895,0,0,0,0,0,0,194.0,1,-51.06494,51.06494,1.220863,21.70348,52.2018,69.431,18.2,43.02895,23107.58283743821,150000,150000,65960.0,-47.24753923003154,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,51.06494,51.06494,51.06494,51.06494,1,3.6,1.0,1.0,21.44,0.865,8.515874634340983,1.1871183700936832,3.6,1.0,1.0,21.44,0.865,8.515874634340983,1.1871183700936832,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,22,334345,ACO,40,-51.04605,51.04605,0,1,1.220872,21.68346,52.2004,69.456,18.2043,43.21904,0,0,0,0,0,0,76.0,1,-51.04605,51.04605,1.220872,21.68346,52.2004,69.456,18.2043,43.21904,23098.288250958547,150000,150000,110720.0,-48.56459172771152,150001,149998,measure_failed=3,0,PSRR_worst_case_10Hz_10MHz,51.04605,51.04605,51.04605,51.04605,1,3.585,1.0,1.0,21.405,0.87,8.581771630728694,1.1815962490387164,3.585,1.0,1.0,21.405,0.87,8.581771630728694,1.1815962490387164,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,23,335345,ACO,40,-51.00851,51.00851,0,1,1.220881,21.66841,52.2019,69.467,18.2,43.55748,0,0,0,0,0,0,112.0,1,-51.00851,51.00851,1.220881,21.66841,52.2019,69.467,18.2,43.5575,20234.93062028289,150000,150000,52680.0,-47.21110390732605,150001,149999,measure_failed=2,0,PSRR_worst_case_10Hz_10MHz,51.00851,51.00851,51.00851,51.00851,1,3.565,1.0,1.0,21.26,0.88,8.699195512126966,1.1709132613785542,3.565,1.0,1.0,21.26,0.88,8.699197586249028,1.1709132182081683,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,24,336345,ACO,40,-51.00845,51.00845,0,1,1.220883,21.65844,52.2027,69.471,18.2,43.57445,0,0,0,0,0,0,184.0,1,-51.00845,51.00845,1.220883,21.65844,52.2027,69.471,18.2,43.57445,22660.092129642144,150000,150000,140480.0,-48.9106925601124,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,51.00845,51.00845,51.00845,51.00845,1,3.565,1.0,1.0,21.285,0.88,8.705060925191543,1.1702815905452728,3.565,1.0,1.0,21.285,0.88,8.705060925191543,1.1702815905452728,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,25,337345,ACO,40,-50.92631,50.92631,0,1,1.220911,21.60334,52.2003,69.547,18.2029,44.25736,0,0,0,0,0,0,75.0,1,-50.92631,50.92631,1.220911,21.60334,52.2003,69.547,18.2029,44.25736,22266.31849575229,150000,150000,74520.0,-48.76658132687551,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,50.92631,50.92631,50.92631,50.92631,1,3.52,1.0,1.0,21.075000000000003,0.9,8.941886396356859,1.1466780929860425,3.52,1.0,1.0,21.075000000000003,0.9,8.941886396356859,1.1466780929860425,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,26,338345,ACO,40,-51.00856,51.00856,0,1,1.220882,21.66839,52.2021,69.468,18.2,43.56092,0,0,0,0,0,0,244.0,1,-51.00856,51.00856,1.220882,21.66839,52.2021,69.468,18.2,43.56092,21493.862269170582,150000,150000,104960.0,-47.14344758225055,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,51.00856,51.00856,51.00856,51.00856,1,3.565,1.0,1.0,21.265,0.88,8.70038576214823,1.170791904391506,3.565,1.0,1.0,21.265,0.88,8.700385760994298,1.1707919043170814,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,27,339345,ACO,40,-51.04665,51.04665,0,1,1.220875,21.66851,52.2001,69.459,18.2026,43.24662,0,0,0,0,0,0,149.0,1,-51.04665,51.04665,1.220875,21.66851,52.2001,69.459,18.2026,43.24662,23247.64098425582,150000,150000,109080.0,-47.02067494827299,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,51.04665,51.04665,51.04665,51.04665,1,3.585,1.0,1.0,21.43,0.87,8.591319400847576,1.1807368591636576,3.585,1.0,1.0,21.43,0.87,8.591319400847576,1.1807368591636576,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,28,340345,ACO,40,-51.02927,51.02927,0,1,1.220876,21.68339,52.2002,69.457,18.2002,43.38506,0,0,0,0,0,0,17.0,1,-51.02927,51.02927,1.220876,21.68339,52.2002,69.457,18.2002,43.38506,24375.064234720543,150000,150000,96120.0,-50.3664322092814,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,51.02927,51.02927,51.02927,51.02927,1,3.575,1.0,1.0,21.315,0.875,8.63938483887921,1.1766241483639464,3.575,1.0,1.0,21.315,0.875,8.63938483887921,1.1766241483639464,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,29,341345,ACO,40,-51.06501,51.06501,0,1,1.220862,21.71342,52.2013,69.428,18.2,43.01921,0,0,0,0,0,0,154.0,1,-51.06501,51.06501,1.220862,21.71342,52.2013,69.428,18.2,43.01921,21167.214322382584,150000,150000,32240.0,-47.2855003959693,150001,149999,measure_failed=2,0,PSRR_worst_case_10Hz_10MHz,51.06501,51.06501,51.06501,51.06501,1,3.6,1.0,1.0,21.425,0.865,8.512507416816602,1.1874501745601724,3.6,1.0,1.0,21.425,0.865,8.512507416816602,1.1874501745601724,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,0,312345,FA,40,-26.66254,26.66254,0,1,1.220359,24.19556,52.2,64.266,27.929,27.59045,0,0,0,0,0,0,142.0,1,-26.66254,26.66254,1.220359,24.19556,52.2,64.266,27.929,27.59045,2036.407890163362,150000,150000,12918.0,-24.823999900332662,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,26.66254,43.31965,26.66254,43.31965,1,5.6000000000000005,1.0,25.685,25.93,2.0,3.1617525377118194,1.0021206896390424,5.6000000000000005,1.0,25.685,25.93,2.0,3.1617525377118194,1.0021206896390424,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,1,313345,FA,40,-50.61878,50.61878,0,1,1.220844,21.84281,52.3102,69.563,18.2029,43.85333,0,0,0,0,0,0,47.0,1,-50.61878,50.61878,1.220844,21.84281,52.3102,69.563,18.2029,43.85333,3298.5918621607125,150000,150000,18661.0,-48.539665457903055,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,50.61878,50.61878,50.61878,50.61878,1,3.54,1.0,1.0,20.54,0.915,8.802406804142079,1.1188785193226969,3.54,1.0,1.0,20.54,0.915,8.802406804142079,1.1188785193226969,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,2,314345,FA,40,-36.68905,36.68905,0,1,1.220669,23.89152,52.2001,64.2,23.9464,25.87324,0,0,0,0,0,0,85.0,1,-36.68905,36.68905,1.220669,23.89152,52.2001,64.2,23.9464,25.87324,2860.218059230596,150000,150000,16763.0,-34.805863903392684,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,36.68905,43.67548,36.68905,43.67548,1,8.935,1.0,14.2,31.71,1.11,2.56128623924834,1.0426534662364295,8.935,1.0,14.2,31.71,1.11,2.56128623924834,1.0426534662364295,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,3,315345,FA,40,-23.31635,23.31635,0,1,1.220917,23.9512,52.2,76.415,30.2822,40.40125,0,0,0,0,0,0,144.0,1,-23.31635,23.31635,1.220917,23.9512,52.2,76.415,30.2822,40.40125,2089.976099807769,150000,150000,14518.0,-19.75485469746465,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,23.31635,43.54125,23.31635,43.54125,1,3.385,1.0,28.36,50.155,3.735,7.603490011161585,0.9387292848750248,3.385,1.0,28.36,50.155,3.735,7.603490011161585,0.9387292848750248,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,4,316345,FA,40,-26.43872,26.43872,0,1,1.220356,24.19562,52.2,64.202,28.0746,27.60743,0,0,0,0,0,0,44.0,1,-26.43872,26.43872,1.220356,24.19562,52.2,64.202,28.0746,27.60743,2249.327131766826,150000,150000,14720.0,-22.911164896232645,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,26.43872,43.29723,26.43872,43.29723,1,5.5600000000000005,1.0,26.7,26.385,2.0,3.1676677389294507,1.0624102352562463,5.5600000000000005,1.0,26.7,26.385,2.0,3.1676677389294507,1.0624102352562463,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,5,317345,FA,40,-25.89724,25.89724,0,1,1.220411,24.11508,52.2,64.2,28.8515,27.84591,0,0,0,0,0,0,58.0,1,-25.89724,25.89724,1.220411,24.11508,52.2,64.2,28.8515,27.84591,2261.612744694576,150000,150000,14618.0,-24.09468975293169,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,25.89724,43.0892,25.89724,43.0892,1,5.39,1.0,33.665,28.455,2.21,3.249859400110824,1.0598477765514536,5.39,1.0,33.665,28.455,2.21,3.249859400110824,1.0598477765514536,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,6,318345,FA,40,-50.4619,50.4619,0,1,1.220926,21.58818,52.3307,69.811,18.2,45.58905,0,0,0,0,0,0,58.0,1,-50.4619,50.4619,1.220926,21.58818,52.3307,69.811,18.2,45.58905,2287.113271860406,150000,150000,12735.0,-46.70967275838506,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,50.4619,50.4619,50.4619,50.4619,1,3.475,1.0,1.005,20.57,0.96,9.404170313993363,0.9534338965691532,3.475,1.0,1.005,20.57,0.96,9.404170313993363,0.9534338965691532,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,7,319345,FA,40,-49.60782,49.60782,0,1,1.220407,23.5093,52.2075,68.766,18.2,38.666,0,0,0,0,0,0,51.0,1,-49.60782,49.60782,1.220407,23.5093,52.2075,68.766,18.2,38.666,2559.7113587167114,150000,150000,11202.0,-47.49078294171961,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,49.60782,49.60782,49.60782,49.60782,1,4.220000000000001,1.0,1.43,21.6,0.88,7.006283958769712,0.9355359240790522,4.220000000000001,1.0,1.43,21.6,0.88,7.006283958769712,0.9355359240790522,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,8,320345,FA,40,-26.49003,26.49003,0,1,1.220361,24.19552,52.2,64.206,28.3349,27.68288,0,0,0,0,0,0,154.0,1,-26.49003,26.49003,1.220361,24.19552,52.2,64.206,28.3349,27.68288,3291.0711357127875,150000,150000,15604.0,-23.07401384572564,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,26.49003,43.28009,26.49003,43.28009,1,5.44,1.0,28.3,27.025,2.02,3.193809605887909,0.9825471697164068,5.44,1.0,28.3,27.025,2.02,3.193809605887909,0.9825471697164068,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,9,321345,FA,40,-26.30161,26.30161,0,1,1.220375,24.19525,52.2,64.201,28.5669,27.8267,0,0,0,0,0,0,88.0,1,-26.30161,26.30161,1.220375,24.19525,52.2,64.201,28.5669,27.8267,2186.763862159103,150000,150000,13589.0,-24.43242407249149,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,26.30161,43.20434,26.30161,43.20434,1,5.425,1.0,31.015,27.51,2.145,3.243615612726372,0.9202082770364848,5.425,1.0,31.015,27.51,2.145,3.243615612726372,0.9202082770364848,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,10,322345,FA,40,-27.75082,27.75082,0,1,1.220448,24.1938,52.2009,68.078,26.5032,28.63769,0,0,0,0,0,0,118.0,1,-27.75082,27.75082,1.220448,24.1938,52.2009,68.078,26.5032,28.63769,2868.931239120662,150000,150000,16163.0,-25.910018039011263,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,27.75082,43.64182,27.75082,43.64182,1,5.0,1.0,14.045,23.585,2.0,3.524402035046903,1.04871452231674,5.0,1.0,14.045,23.585,2.0,3.524402035046903,1.04871452231674,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,11,323345,FA,40,-28.12838,28.12838,0,1,1.220453,24.19867,52.2015,68.227,26.3748,28.66282,0,0,0,0,0,0,59.0,1,-28.12838,28.12838,1.220453,24.19867,52.2015,68.227,26.3748,28.66282,2912.250621696934,150000,150000,21740.0,-26.33631689807932,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,28.12838,43.67227,28.12838,43.67227,1,4.98,1.0,13.55,23.275,2.0,3.533082109604621,0.911093122114462,4.98,1.0,13.55,23.275,2.0,3.533082109604621,0.911093122114462,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,12,324345,FA,40,-50.34025,50.34025,0,1,1.220838,21.95213,52.3118,69.682,18.2,44.28268,0,0,0,0,0,0,15.0,1,-50.34025,50.34025,1.220838,21.95213,52.3118,69.682,18.2,44.28268,2606.584915228188,150000,150000,13585.0,-49.94603919459463,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,50.34025,50.34025,50.34025,50.34025,1,3.555,1.0,1.04,20.685,0.94,8.951578625196143,0.9600091717184792,3.555,1.0,1.04,20.685,0.94,8.951578625196143,0.9600091717184792,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,13,325345,FA,40,-44.08431,44.08431,0,1,1.220459,24.06943,52.2,66.7,19.0787,27.37028,0,0,0,0,0,0,54.0,1,-44.08431,44.08431,1.220459,24.06943,52.2,66.7,19.0787,27.37028,2326.678657544777,150000,150000,15369.0,-42.025158229888206,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,44.08431,45.09447,44.08431,45.09447,1,7.735,1.0,5.0,24.0,0.92,3.083538609513947,1.116505704491528,7.735,1.0,5.0,24.0,0.92,3.083538609513947,1.116505704491528,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,14,326345,FA,40,-23.47363,23.47363,0,1,1.220919,23.88166,52.2,74.326,30.8528,36.29684,0,0,0,0,0,0,177.0,1,-23.47363,23.47363,1.220919,23.88166,52.2,74.326,30.8528,36.29684,2088.481348387897,150000,150000,14162.0,-19.95886003513357,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,23.47363,43.05162,23.47363,43.05162,1,3.66,1.0,32.475,46.045,3.645,6.178364140837445,1.0962924471737887,3.66,1.0,32.475,46.045,3.645,6.178364140837445,1.0962924471737887,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,15,327345,FA,40,-40.80869,40.80869,0,1,1.220402,24.12022,52.2002,66.83,18.5173,27.84591,0,0,0,0,0,0,74.0,1,-40.80869,40.80869,1.220402,24.12022,52.2002,66.83,18.5173,27.84591,3160.839096069336,150000,150000,20245.0,-37.12152031676878,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,40.80869,45.70045,40.80869,45.70045,1,8.83,1.0,5.32,28.84,0.885,3.249218697642701,0.92809209067817,8.83,1.0,5.32,28.84,0.885,3.249218697642701,0.92809209067817,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,16,328345,FA,40,-26.70528,26.70528,0,1,1.220371,24.19532,52.2,64.674,27.8085,27.70015,0,0,0,0,0,0,343.0,1,-26.70528,26.70528,1.220371,24.19532,52.2,64.674,27.8085,27.70015,2110.6513313017786,150000,150000,13765.0,-24.891327696651302,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,26.70528,43.3535,26.70528,43.3535,1,5.525,1.0,23.93,25.66,2.0,3.1997082300645614,1.0216180206494692,5.525,1.0,23.93,25.66,2.0,3.1997082300645614,1.0216180206494692,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,17,329345,FA,40,-49.53205,49.53205,0,1,1.220835,21.59972,52.6046,69.617,18.2,42.32122,0,0,0,0,0,0,47.0,1,-49.53205,49.53205,1.220835,21.59972,52.6046,69.617,18.2,42.32122,2648.7229281496257,150000,150000,15395.0,-45.52125467856452,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,49.53205,50.65857,49.53205,50.65857,1,3.795,1.0,1.005,22.880000000000003,0.875,8.270432771605591,1.177035351720071,3.795,1.0,1.005,22.880000000000003,0.875,8.270432771605591,1.177035351720071,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,18,330345,FA,40,-36.55035,36.55035,0,1,1.220079,24.19615,52.6593,68.363,18.2,38.26937,0,0,0,0,0,0,59.0,1,-36.55035,36.55035,1.220079,24.19615,52.6593,68.363,18.2,38.26937,2383.398200850934,150000,150000,12571.0,-32.920683383322555,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,36.55035,50.2719,36.55035,50.2719,1,5.705,1.0,4.1850000000000005,38.98,0.9,6.87209858753938,1.094566721255337,5.705,1.0,4.1850000000000005,38.98,0.9,6.87209858753938,1.094566721255337,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,19,331345,FA,40,-48.88544,48.88544,0,1,1.220481,23.27945,52.2,68.938,18.2001,39.97861,0,0,0,0,0,0,84.0,1,-48.88544,48.88544,1.220481,23.27945,52.2,68.938,18.2001,39.97861,3684.678150299937,150000,150000,21780.0,-44.94074471393142,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,48.88544,49.83744,48.88544,49.83744,1,4.125,1.0,1.425,22.16,0.905,7.461196975128509,0.9489546647117784,4.125,1.0,1.425,22.16,0.905,7.461196975128509,0.9489546647117784,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,20,332345,FA,40,-50.18999,50.18999,0,1,1.220762,22.29109,52.2006,69.504,18.2,43.21382,0,0,0,0,0,0,41.0,1,-50.18999,50.18999,1.220762,22.29109,52.2006,69.504,18.2,43.21382,2313.4964052326977,150000,150000,12173.0,-46.146527201148,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,50.18999,50.18999,50.18999,50.18999,1,3.585,1.0,1.07,20.43,0.915,8.5813131194669,0.9235415738780504,3.585,1.0,1.07,20.43,0.915,8.5813131194669,0.9235415738780504,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
